tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-05-01,10:42:28,yujieaja,0,"Yg kaya aja anaknya pada dikit2, lah yg udah tau susah malah bikin anak banyak🤦🏻‍♀️",Yg kaya aja anaknya pada dikit lah yg udah tau susah malah bikin anak banyak,yg kaya aja anaknya pada dikit lah yg udah tau susah malah bikin anak banyak,yang kayak saja anaknya pada dikit lah yang sudah tau susah malah bikin anak banyak,"['yang', 'kayak', 'saja', 'anaknya', 'pada', 'dikit', 'lah', 'yang', 'sudah', 'tau', 'susah', 'malah', 'bikin', 'anak', 'banyak']","['kayak', 'anaknya', 'dikit', 'tau', 'susah', 'bikin', 'anak']",kayak anak dikit tau susah bikin anak
2025-05-01,10:39:44,naylarizkiaa5,0,"yeay childfree gen z di support pemerintah, sorry mom n dad😘😘",yeay childfree gen z di support pemerintah sorry mom n dad,yeay childfree gen z di support pemerintah sorry mom n dad,yeay childfree gen saja di support pemerintah sorry mom n dad,"['yeay', 'childfree', 'gen', 'saja', 'di', 'support', 'pemerintah', 'sorry', 'mom', 'n', 'dad']","['yeay', 'childfree', 'gen', 'support', 'pemerintah', 'sorry', 'mom', 'n', 'dad']",yeay childfree gen support perintah sorry mom n dad
2025-05-01,10:37:45,ice.chocholate4,0,"Anda Hebat dan Istimewa Bapak KDM , Jabar Anda sangat beruntung",Anda Hebat dan Istimewa Bapak KDM  Jabar Anda sangat beruntung,anda hebat dan istimewa bapak kdm  jabar anda sangat beruntung,anda hebat dan istimewa bapak kdm jabar anda sangat beruntung,"['anda', 'hebat', 'dan', 'istimewa', 'bapak', 'kdm', 'jabar', 'anda', 'sangat', 'beruntung']","['hebat', 'istimewa', 'kdm', 'jabar', 'beruntung']",hebat istimewa kdm jabar untung
2025-05-01,10:34:32,ynasari1,0,lagi hamil anak pertama dan berfikir gamau punya anak lagi habis ini😅,lagi hamil anak pertama dan berfikir gamau punya anak lagi habis ini,lagi hamil anak pertama dan berfikir gamau punya anak lagi habis ini,lagi hamil anak pertama dan berpikir punya anak lagi habis ini,"['lagi', 'hamil', 'anak', 'pertama', 'dan', 'berpikir', 'punya', 'anak', 'lagi', 'habis', 'ini']","['hamil', 'anak', 'berpikir', 'anak', 'habis']",hamil anak pikir anak habis
2025-05-01,10:34:01,zanot42,0,"Abang temen gua umur 35 tahun demi apa anak 5😭😭 gua kaget, istri ibu rmh tangga. penghasilan hanya dari bengkel pribadi yg kadang dapat kadang enggak, tiba² dijemput polisi gegara KDRT 🥺",Abang temen gua umur  tahun demi apa anak  gua kaget istri ibu rmh tangga penghasilan hanya dari bengkel pribadi yg kadang dapat kadang enggak tiba dijemput polisi gegara KDRT ,abang temen gua umur  tahun demi apa anak  gua kaget istri ibu rmh tangga penghasilan hanya dari bengkel pribadi yg kadang dapat kadang enggak tiba dijemput polisi gegara kdrt ,abang teman gua umur tahun demi apa anak gua kaget istri ibu rumah tangga penghasilan hanya dari bengkel pribadi yang kadang dapat kadang enggak tiba dijemput polisi gegara kdrt,"['abang', 'teman', 'gua', 'umur', 'tahun', 'demi', 'apa', 'anak', 'gua', 'kaget', 'istri', 'ibu', 'rumah', 'tangga', 'penghasilan', 'hanya', 'dari', 'bengkel', 'pribadi', 'yang', 'kadang', 'dapat', 'kadang', 'enggak', 'tiba', 'dijemput', 'polisi', 'gegara', 'kdrt']","['abang', 'teman', 'gua', 'umur', 'anak', 'gua', 'kaget', 'istri', 'rumah', 'tangga', 'penghasilan', 'bengkel', 'pribadi', 'kadang', 'kadang', 'dijemput', 'polisi', 'gegara', 'kdrt']",abang teman gua umur anak gua kaget istri rumah tangga hasil bengkel pribadi kadang kadang jemput polisi gegara kdrt
2025-05-01,10:27:34,siputr8,0,"tenang pk emg rencana ku 1/2 aja sih gamau banyak banyak,mau jamin masa depan anak soalnyaaaaa 🤗",tenang pk emg rencana ku  aja sih gamau banyak banyakmau jamin masa depan anak soalnyaaaaa ,tenang pk emg rencana ku  aja sih gamau banyak banyakmau jamin masa depan anak soalnyaaaaa ,tenang pakai memang rencana ku saja sih banyak banyakmau jamin masa depan anak soalnyaaaaa,"['tenang', 'pakai', 'memang', 'rencana', 'ku', 'saja', 'sih', 'banyak', 'banyakmau', 'jamin', 'masa', 'depan', 'anak', 'soalnyaaaaa']","['tenang', 'pakai', 'rencana', 'ku', 'sih', 'banyakmau', 'jamin', 'anak', 'soalnyaaaaa']",tenang pakai rencana ku sih banyakmau jamin anak soalnyaaaaa
2025-05-01,10:25:24,atas.namaku,0,Bener bgt takutnya anaknya dkasih beasiswa ortunya sibuk beranak,Bener bgt takutnya anaknya dkasih beasiswa ortunya sibuk beranak,bener bgt takutnya anaknya dkasih beasiswa ortunya sibuk beranak,benar banget takutnya anaknya dkasih beasiswa sibuk beranak,"['benar', 'banget', 'takutnya', 'anaknya', 'dkasih', 'beasiswa', 'sibuk', 'beranak']","['banget', 'takutnya', 'anaknya', 'dkasih', 'beasiswa', 'sibuk', 'beranak']",banget takut anak dkasih beasiswa sibuk anak
2025-05-01,10:24:20,restimkd,0,"Satu indonesia ky gini dong, yuk bs yuk 😢",Satu indonesia ky gini dong yuk bs yuk ,satu indonesia ky gini dong yuk bs yuk ,satu indonesia kaya begini dong yuk bisa yuk,"['satu', 'indonesia', 'kaya', 'begini', 'dong', 'yuk', 'bisa', 'yuk']","['indonesia', 'kaya', 'yuk', 'yuk']",indonesia kaya yuk yuk
2025-05-01,10:09:40,anggiismwt,0,kang Dedi sini jadi gubernur Lampung aja😭😭😭,kang Dedi sini jadi gubernur Lampung aja,kang dedi sini jadi gubernur lampung aja,kang dedi sini jadi gubernur lampung saja,"['kang', 'dedi', 'sini', 'jadi', 'gubernur', 'lampung', 'saja']","['kang', 'dedi', 'gubernur', 'lampung']",kang dedi gubernur lampung
2025-05-01,10:05:40,violetams1,0,saya sebagai genz cuma punya anak 1 aja,saya sebagai genz cuma punya anak  aja,saya sebagai genz cuma punya anak  aja,saya sebagai genz cuma punya anak saja,"['saya', 'sebagai', 'genz', 'cuma', 'punya', 'anak', 'saja']","['genz', 'anak']",genz anak
2025-05-01,10:00:12,kimurraaaa,0,"kalo ga bisa biayain kehidupan anak, setidaknya jangan menyengsarakan kehidupannya. punya anak kalo udah siap🙏 kebijakan bagus, supaya orang susah ngga nganggep anak sebagai investasi supaya membawa keluarganya keluar dari kemiskinan yang padahal itu kewajiban orang tua",kalo ga bisa biayain kehidupan anak setidaknya jangan menyengsarakan kehidupannya punya anak kalo udah siap kebijakan bagus supaya orang susah ngga nganggep anak sebagai investasi supaya membawa keluarganya keluar dari kemiskinan yang padahal itu kewajiban orang tua,kalo ga bisa biayain kehidupan anak setidaknya jangan menyengsarakan kehidupannya punya anak kalo udah siap kebijakan bagus supaya orang susah ngga nganggep anak sebagai investasi supaya membawa keluarganya keluar dari kemiskinan yang padahal itu kewajiban orang tua,kalau tidak bisa biayain kehidupan anak setidaknya jangan menyengsarakan kehidupannya punya anak kalau sudah siap kebijakan bagus supaya orang susah tidak nganggep anak sebagai investasi supaya membawa keluarganya keluar dari kemiskinan yang padahal itu kewajiban orang tua,"['kalau', 'tidak', 'bisa', 'biayain', 'kehidupan', 'anak', 'setidaknya', 'jangan', 'menyengsarakan', 'kehidupannya', 'punya', 'anak', 'kalau', 'sudah', 'siap', 'kebijakan', 'bagus', 'supaya', 'orang', 'susah', 'tidak', 'nganggep', 'anak', 'sebagai', 'investasi', 'supaya', 'membawa', 'keluarganya', 'keluar', 'dari', 'kemiskinan', 'yang', 'padahal', 'itu', 'kewajiban', 'orang', 'tua']","['biayain', 'kehidupan', 'anak', 'menyengsarakan', 'kehidupannya', 'anak', 'kebijakan', 'bagus', 'orang', 'susah', 'nganggep', 'anak', 'investasi', 'membawa', 'keluarganya', 'kemiskinan', 'kewajiban', 'orang', 'tua']",biayain hidup anak sengsara hidup anak bijak bagus orang susah nganggep anak investasi bawa keluarga miskin wajib orang tua
2025-05-01,09:59:53,user2818379242994,0,kb? buat apaan anjirr🗿 mnding langsung kerja aja deh😭🙏,kb buat apaan anjirr mnding langsung kerja aja deh,kb buat apaan anjirr mnding langsung kerja aja deh,kb buat apaan anjir mending langsung kerja saja deh,"['kb', 'buat', 'apaan', 'anjir', 'mending', 'langsung', 'kerja', 'saja', 'deh']","['kb', 'anjir', 'mending', 'langsung', 'kerja', 'deh']",kb anjir mending langsung kerja deh
2025-05-01,09:56:43,zeneveeve,0,beliau memasak terus euy,beliau memasak terus euy,beliau memasak terus euy,beliau memasak terus euy,"['beliau', 'memasak', 'terus', 'euy']","['beliau', 'memasak', 'euy']",beliau masak euy
2025-05-01,09:51:19,filantropisss__,0,"Yaudah maju kalo kewajibannya kek gitu pak, kasih pengarahan dengan benar untuk warganya ya🙏",Yaudah maju kalo kewajibannya kek gitu pak kasih pengarahan dengan benar untuk warganya ya,yaudah maju kalo kewajibannya kek gitu pak kasih pengarahan dengan benar untuk warganya ya,yaudah maju kalau kewajibannya kayak begitu pak kasih pengarahan dengan benar untuk warganya ya,"['yaudah', 'maju', 'kalau', 'kewajibannya', 'kayak', 'begitu', 'pak', 'kasih', 'pengarahan', 'dengan', 'benar', 'untuk', 'warganya', 'ya']","['yaudah', 'maju', 'kewajibannya', 'kayak', 'kasih', 'pengarahan', 'warganya', 'ya']",yaudah maju wajib kayak kasih arah warga ya
2025-04-25,05:49:35,novia.7272,0,vidio / foto lama n baru,vidio  foto lama n baru,vidio  foto lama n baru,vidio foto lama n baru,"['vidio', 'foto', 'lama', 'n', 'baru']","['vidio', 'foto', 'n']",vidio foto n
2025-04-25,05:25:36,rada.p12,0,Bagus pak tolong di rapikan pak,Bagus pak tolong di rapikan pak,bagus pak tolong di rapikan pak,bagus pak tolong di rapikan pak,"['bagus', 'pak', 'tolong', 'di', 'rapikan', 'pak']","['bagus', 'tolong', 'rapikan']",bagus tolong rapi
2025-04-26,00:03:20,ungewati,0,lagian udah tau bukan tanah mereka malah bangun rumah,lagian udah tau bukan tanah mereka malah bangun rumah,lagian udah tau bukan tanah mereka malah bangun rumah,lagian sudah tau bukan tanah mereka malah bangun rumah,"['lagian', 'sudah', 'tau', 'bukan', 'tanah', 'mereka', 'malah', 'bangun', 'rumah']","['tau', 'tanah', 'bangun', 'rumah']",tau tanah bangun rumah
2025-04-25,19:17:41,enang.nanang,0,mantap bapak aing lanjut,mantap bapak aing lanjut,mantap bapak aing lanjut,mantap bapak aing lanjut,"['mantap', 'bapak', 'aing', 'lanjut']","['mantap', 'aing']",mantap aing
2025-04-25,16:22:11,apaan99_,0,"anomali: wah apa itu, tempat sampah baru kah?🗿",anomali wah apa itu tempat sampah baru kah,anomali wah apa itu tempat sampah baru kah,anomali wah apa itu tempat sampah baru kah,"['anomali', 'wah', 'apa', 'itu', 'tempat', 'sampah', 'baru', 'kah']","['anomali', 'sampah', 'kah']",anomali sampah kah
2025-04-25,15:40:16,nana.diana.muchta,0,calon presiden selanjutnya...,calon presiden selanjutnya,calon presiden selanjutnya,calon presiden selanjutnya,"['calon', 'presiden', 'selanjutnya']","['calon', 'presiden']",calon presiden
2025-04-25,15:30:12,lamvert87,0,Inilah yang dirasakan orang luar pulau jawa datang ya transmigrasi,Inilah yang dirasakan orang luar pulau jawa datang ya transmigrasi,inilah yang dirasakan orang luar pulau jawa datang ya transmigrasi,inilah yang dirasakan orang luar pulau jawa datang ya transmigrasi,"['inilah', 'yang', 'dirasakan', 'orang', 'luar', 'pulau', 'jawa', 'datang', 'ya', 'transmigrasi']","['dirasakan', 'orang', 'pulau', 'jawa', 'ya', 'transmigrasi']",rasa orang pulau jawa ya transmigrasi
2025-05-15,09:35:45,arisnurcahyadi6,0,tumben waras 😁,tumben waras ,tumben waras ,tumben waras,"['tumben', 'waras']","['tumben', 'waras']",tumben waras
2025-05-15,09:35:13,ur.sill0ve_,0,"se7 bgt biar nggada boti""😭",se bgt biar nggada boti,se bgt biar nggada boti,se banget biar nggada boti,"['se', 'banget', 'biar', 'nggada', 'boti']","['banget', 'biar', 'nggada', 'boti']",banget biar nggada bot
2025-05-15,09:30:33,zha_aja2,0,yg GK setuju banteng bang😅😅😅,yg GK setuju banteng bang,yg gk setuju banteng bang,yang tidak setuju banteng abang,"['yang', 'tidak', 'setuju', 'banteng', 'abang']","['setuju', 'banteng', 'abang']",tuju banteng abang
2025-05-15,09:28:16,ihkramattallah18,0,setuju biar para bapak loreng juga ad kerjaannya sebelum pwrang. mau nya pak Bobby ikut program ini ya di sumut udh meresahkan kali soalnya,setuju biar para bapak loreng juga ad kerjaannya sebelum pwrang mau nya pak Bobby ikut program ini ya di sumut udh meresahkan kali soalnya,setuju biar para bapak loreng juga ad kerjaannya sebelum pwrang mau nya pak bobby ikut program ini ya di sumut udh meresahkan kali soalnya,setuju biar para bapak loreng juga ada kerjaannya sebelum pwrang mau ya pak bobby ikut program ini ya di sumut sudah meresahkan kali soalnya,"['setuju', 'biar', 'para', 'bapak', 'loreng', 'juga', 'ada', 'kerjaannya', 'sebelum', 'pwrang', 'mau', 'ya', 'pak', 'bobby', 'ikut', 'program', 'ini', 'ya', 'di', 'sumut', 'sudah', 'meresahkan', 'kali', 'soalnya']","['setuju', 'biar', 'loreng', 'kerjaannya', 'pwrang', 'ya', 'bobby', 'program', 'ya', 'sumut', 'meresahkan', 'kali']",tuju biar loreng kerja pwrang ya bobby program ya sumut resah kali
2025-05-15,08:48:02,jarjits7tdss7t2,0,aku enggak setuju,aku enggak setuju,aku enggak setuju,aku enggak setuju,"['aku', 'enggak', 'setuju']",['setuju'],tuju
2025-05-15,08:43:56,yusharde,0,se7 lah👍❤❤,se lah,se lah,se lah,"['se', 'lah']",[],
2025-05-15,01:13:15,kimdevi26,0,setuju dengan progam sebagus itu,setuju dengan progam sebagus itu,setuju dengan progam sebagus itu,setuju dengan progam sebagus itu,"['setuju', 'dengan', 'progam', 'sebagus', 'itu']","['setuju', 'progam', 'sebagus']",tuju progam bagus
2025-05-15,01:13:03,hanayurii5,0,"anak ku auto rajin belajar mandi sendiri apa"" mandiri gara"" aku bilang peraturan kang dedy🤭",anak ku auto rajin belajar mandi sendiri apa mandiri gara aku bilang peraturan kang dedy,anak ku auto rajin belajar mandi sendiri apa mandiri gara aku bilang peraturan kang dedy,anak ku auto rajin belajar mandi sendiri apa mandiri gara aku bilang peraturan kang dedy,"['anak', 'ku', 'auto', 'rajin', 'belajar', 'mandi', 'sendiri', 'apa', 'mandiri', 'gara', 'aku', 'bilang', 'peraturan', 'kang', 'dedy']","['anak', 'ku', 'auto', 'rajin', 'belajar', 'mandi', 'mandiri', 'gara', 'bilang', 'peraturan', 'kang', 'dedy']",anak ku auto rajin ajar mandi mandiri gara bilang atur kang dedy
2025-05-15,01:11:12,riatkheran0,0,setuju 🥰,setuju ,setuju ,setuju,['setuju'],['setuju'],tuju
2025-05-15,01:07:09,windaridarie,0,"gimn ya cara masukin anak ke barak militer,,, tiap hari nyesek SM anak😭😭 di kasih tau ngeyel diomongin pelan ngeleyd di kerasin malah ngncem😭",gimn ya cara masukin anak ke barak militer tiap hari nyesek SM anak di kasih tau ngeyel diomongin pelan ngeleyd di kerasin malah ngncem,gimn ya cara masukin anak ke barak militer tiap hari nyesek sm anak di kasih tau ngeyel diomongin pelan ngeleyd di kerasin malah ngncem,bagaimana ya cara memasuki anak ke barak militer tiap hari menyesak sama anak di kasih tau ngeyel diomongin pelan ngeleyd di kerasi malah ngncem,"['bagaimana', 'ya', 'cara', 'memasuki', 'anak', 'ke', 'barak', 'militer', 'tiap', 'hari', 'menyesak', 'sama', 'anak', 'di', 'kasih', 'tau', 'ngeyel', 'diomongin', 'pelan', 'ngeleyd', 'di', 'kerasi', 'malah', 'ngncem']","['ya', 'memasuki', 'anak', 'barak', 'militer', 'menyesak', 'anak', 'kasih', 'tau', 'ngeyel', 'diomongin', 'pelan', 'ngeleyd', 'kerasi', 'ngncem']",ya pasuk anak barak militer sesak anak kasih tau ngeyel diomongin pelan ngeleyd keras ngncem
2025-05-15,01:06:14,rachmandhika,0,"SAYA SANGAT SETUJU , BAGI YANG TIDAK SETUJU SILAHKAN DM SAYA , KITA DEBAT 24 JAM NONSTOP",SAYA SANGAT SETUJU  BAGI YANG TIDAK SETUJU SILAHKAN DM SAYA  KITA DEBAT  JAM NONSTOP,saya sangat setuju  bagi yang tidak setuju silahkan dm saya  kita debat  jam nonstop,saya sangat setuju bagi yang tidak setuju silakan dm saya kita debat jam nonstop,"['saya', 'sangat', 'setuju', 'bagi', 'yang', 'tidak', 'setuju', 'silakan', 'dm', 'saya', 'kita', 'debat', 'jam', 'nonstop']","['setuju', 'setuju', 'silakan', 'dm', 'debat', 'jam', 'nonstop']",tuju tuju sila dm debat jam nonstop
2025-05-15,01:05:37,tiurmasaragisidauruk1,0,setuju...anak skrg kadang susah dikkasih tau org tua,setujuanak skrg kadang susah dikkasih tau org tua,setujuanak skrg kadang susah dikkasih tau org tua,setujuanak sekarang kadang susah dikkasih tau orang tua,"['setujuanak', 'sekarang', 'kadang', 'susah', 'dikkasih', 'tau', 'orang', 'tua']","['setujuanak', 'kadang', 'susah', 'dikkasih', 'tau', 'orang', 'tua']",setujuanak kadang susah dikkasih tau orang tua
2025-05-15,00:58:52,donirastafa87,0,loh ada progam ke perpus katanya biar senang baca jaman gini kok disiruh ke perpus ya mending HP'an kata bocil biar gak bosen😁,loh ada progam ke perpus katanya biar senang baca jaman gini kok disiruh ke perpus ya mending HPan kata bocil biar gak bosen,loh ada progam ke perpus katanya biar senang baca jaman gini kok disiruh ke perpus ya mending hpan kata bocil biar gak bosen,loh ada progam ke perpus katanya biar senang baca jaman begini kok disiruh ke perpus ya mending hpan kata bocil biar tidak bosan,"['loh', 'ada', 'progam', 'ke', 'perpus', 'katanya', 'biar', 'senang', 'baca', 'jaman', 'begini', 'kok', 'disiruh', 'ke', 'perpus', 'ya', 'mending', 'hpan', 'kata', 'bocil', 'biar', 'tidak', 'bosan']","['loh', 'progam', 'perpus', 'biar', 'senang', 'baca', 'jaman', 'disiruh', 'perpus', 'ya', 'mending', 'hpan', 'bocil', 'biar', 'bosan']",loh progam pus biar senang baca jaman disiruh pus ya mending hpan bocil biar bosan
2025-05-15,00:37:48,nitarasita,0,Setuju @gerindra,Setuju gerindra,setuju gerindra,setuju gerindra,"['setuju', 'gerindra']","['setuju', 'gerindra']",tuju gerindra
2025-05-15,00:36:31,user3912200015059,0,anis lg .,anis lg ,anis lg ,anis lagi,"['anis', 'lagi']",['anis'],anis
2025-05-15,00:33:34,dzulfikar23,0,se7 pisan,se pisan,se pisan,se pisan,"['se', 'pisan']",['pisan'],pis
2025-05-15,00:28:15,apite_10,0,Andai aja gubernur gw KDM 😔,Andai aja gubernur gw KDM ,andai aja gubernur gw kdm ,andai saja gubernur gue kdm,"['andai', 'saja', 'gubernur', 'gue', 'kdm']","['andai', 'gubernur', 'gue', 'kdm']",andai gubernur gue kdm
2025-05-15,00:26:44,brenges65,0,aku stujuuu bgt,aku stujuuu bgt,aku stujuuu bgt,aku stujuuu banget,"['aku', 'stujuuu', 'banget']","['stujuuu', 'banget']",stujuuu banget
2025-05-15,00:21:32,echayohavika,0,setuju ajj,setuju ajj,setuju ajj,setuju saja,"['setuju', 'saja']",['setuju'],tuju
2025-05-15,00:20:03,kusumahwatii,0,setuju bgt ank sya aja 4orang pndidikannya smua militer smpe skrang alhamdulilah brhasil smua👍,setuju bgt ank sya aja orang pndidikannya smua militer smpe skrang alhamdulilah brhasil smua,setuju bgt ank sya aja orang pndidikannya smua militer smpe skrang alhamdulilah brhasil smua,setuju banget anak saya saja orang pndidikannya semua militer sampai sekarang alhamdulilah berhasil semua,"['setuju', 'banget', 'anak', 'saya', 'saja', 'orang', 'pndidikannya', 'semua', 'militer', 'sampai', 'sekarang', 'alhamdulilah', 'berhasil', 'semua']","['setuju', 'banget', 'anak', 'orang', 'pndidikannya', 'militer', 'alhamdulilah', 'berhasil']",tuju banget anak orang pndidikannya militer alhamdulilah hasil
2025-05-15,00:20:00,nitarasita,0,Setujuuuuuuu,Setujuuuuuuu,setujuuuuuuu,setujuuuuuuu,['setujuuuuuuu'],['setujuuuuuuu'],setujuuuuuuu
2025-05-15,00:11:09,queentasha943,0,setuju banget ...,setuju banget ,setuju banget ,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-15,00:04:59,candrasui,0,para preman sekolah auto tobat😂😂😂,para preman sekolah auto tobat,para preman sekolah auto tobat,para preman sekolah auto tobat,"['para', 'preman', 'sekolah', 'auto', 'tobat']","['preman', 'sekolah', 'auto', 'tobat']",preman sekolah auto tobat
2025-05-15,00:04:52,suciwiw,0,"Saya ga setuju bang, ada sekolahan disini rata rata anak muridnya mau brenti sekolah gara gara kena, kan kasihan masa depannya masa cuma gara gara itu mau pada brenti sekolah",Saya ga setuju bang ada sekolahan disini rata rata anak muridnya mau brenti sekolah gara gara kena kan kasihan masa depannya masa cuma gara gara itu mau pada brenti sekolah,saya ga setuju bang ada sekolahan disini rata rata anak muridnya mau brenti sekolah gara gara kena kan kasihan masa depannya masa cuma gara gara itu mau pada brenti sekolah,saya tidak setuju abang ada sekolahan disini rata rata anak muridnya mau brenti sekolah gara gara kena kan kasihan masa depannya masa cuma gara gara itu mau pada brenti sekolah,"['saya', 'tidak', 'setuju', 'abang', 'ada', 'sekolahan', 'disini', 'rata', 'rata', 'anak', 'muridnya', 'mau', 'brenti', 'sekolah', 'gara', 'gara', 'kena', 'kan', 'kasihan', 'masa', 'depannya', 'masa', 'cuma', 'gara', 'gara', 'itu', 'mau', 'pada', 'brenti', 'sekolah']","['setuju', 'abang', 'sekolahan', 'anak', 'muridnya', 'brenti', 'sekolah', 'gara', 'gara', 'kena', 'kasihan', 'depannya', 'gara', 'gara', 'brenti', 'sekolah']",tuju abang sekolah anak murid brenti sekolah gara gara kena kasihan depan gara gara brenti sekolah
