tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-04-20,14:16:36,seplio,0,lain berani tapi bener kudu Kitu,lain berani tapi bener kudu Kitu,lain berani tapi bener kudu kitu,lain berani tapi benar kudu kitu,"['lain', 'berani', 'tapi', 'benar', 'kudu', 'kitu']","['berani', 'kudu', 'kitu']",berani kudu kitu
2025-05-01,09:22:21,beatrix_shin,0,pemikiran common sense yg gk dipunyai kaum bansos 😂,pemikiran common sense yg gk dipunyai kaum bansos ,pemikiran common sense yg gk dipunyai kaum bansos ,pemikiran common sense yang tidak dipunyai kaum bansos,"['pemikiran', 'common', 'sense', 'yang', 'tidak', 'dipunyai', 'kaum', 'bansos']","['pemikiran', 'common', 'sense', 'kaum', 'bansos']",pikir common sense kaum bansos
2025-05-01,08:50:39,yiyiidelrey,0,@riskalinda,riskalinda,riskalinda,riskalinda,['riskalinda'],['riskalinda'],riskalinda
2025-04-29,13:27:54,masa.depannya.cho,0,"maksud dia tuh bagus, tapi gue nggak suka pendekatannya yang pake cara cepat dan kesannya agak memaksa. kalo pengen orang miskin sadar buat berKB khususnya pria, pendekatannya enggak seperti itu bapak 😭. harusnya pake pendekatan yang ke bawah dan bisa ngeyakinin kalau vaksetomi ini tuh aman, atau gimana lah.",maksud dia tuh bagus tapi gue nggak suka pendekatannya yang pake cara cepat dan kesannya agak memaksa kalo pengen orang miskin sadar buat berKB khususnya pria pendekatannya enggak seperti itu bapak  harusnya pake pendekatan yang ke bawah dan bisa ngeyakinin kalau vaksetomi ini tuh aman atau gimana lah,maksud dia tuh bagus tapi gue nggak suka pendekatannya yang pake cara cepat dan kesannya agak memaksa kalo pengen orang miskin sadar buat berkb khususnya pria pendekatannya enggak seperti itu bapak  harusnya pake pendekatan yang ke bawah dan bisa ngeyakinin kalau vaksetomi ini tuh aman atau gimana lah,maksud dia tuh bagus tapi gue tidak suka pendekatannya yang pakai cara cepat dan kesannya agak memaksa kalau pengin orang miskin sadar buat berkb khususnya pria pendekatannya enggak seperti itu bapak harusnya pakai pendekatan yang ke bawah dan bisa ngeyakinin kalau vaksetomi ini tuh aman atau bagaimana lah,"['maksud', 'dia', 'tuh', 'bagus', 'tapi', 'gue', 'tidak', 'suka', 'pendekatannya', 'yang', 'pakai', 'cara', 'cepat', 'dan', 'kesannya', 'agak', 'memaksa', 'kalau', 'pengin', 'orang', 'miskin', 'sadar', 'buat', 'berkb', 'khususnya', 'pria', 'pendekatannya', 'enggak', 'seperti', 'itu', 'bapak', 'harusnya', 'pakai', 'pendekatan', 'yang', 'ke', 'bawah', 'dan', 'bisa', 'ngeyakinin', 'kalau', 'vaksetomi', 'ini', 'tuh', 'aman', 'atau', 'bagaimana', 'lah']","['maksud', 'tuh', 'bagus', 'gue', 'suka', 'pendekatannya', 'pakai', 'cepat', 'kesannya', 'memaksa', 'pengin', 'orang', 'miskin', 'sadar', 'berkb', 'pria', 'pendekatannya', 'pakai', 'pendekatan', 'ngeyakinin', 'vaksetomi', 'tuh', 'aman']",maksud tuh bagus gue suka dekat pakai cepat kesan paksa pengin orang miskin sadar berkb pria dekat pakai dekat ngeyakinin vaksetomi tuh aman
2025-04-29,13:22:54,astronphile,0,tumbennn bener pikirannya,tumbennn bener pikirannya,tumbennn bener pikirannya,tumbennn benar pikirannya,"['tumbennn', 'benar', 'pikirannya']","['tumbennn', 'pikirannya']",tumbennn pikir
2025-04-29,13:21:29,yulipranaja,0,"2 ge lieur pak asip sakola swasta ge puluh puluh juta 😂😂😂 geus we ah 2 heula ayena mah sena sarakola heula acan les na acan eskulma acan jajan nama acan pakeanma acan daharna , 😂 tos we dua heula ayena mh pak abi ge", ge lieur pak asip sakola swasta ge puluh puluh juta  geus we ah  heula ayena mah sena sarakola heula acan les na acan eskulma acan jajan nama acan pakeanma acan daharna   tos we dua heula ayena mh pak abi ge, ge lieur pak asip sakola swasta ge puluh puluh juta  geus we ah  heula ayena mah sena sarakola heula acan les na acan eskulma acan jajan nama acan pakeanma acan daharna   tos we dua heula ayena mh pak abi ge,ge lieur pak asip sakola swasta ge puluh puluh juta geus we ah heula ayena mah sena sarakola heula acan les nya acan eskulma acan jajan nama acan pakeanma acan daharna tos we dua heula ayena mah pak abi ge,"['ge', 'lieur', 'pak', 'asip', 'sakola', 'swasta', 'ge', 'puluh', 'puluh', 'juta', 'geus', 'we', 'ah', 'heula', 'ayena', 'mah', 'sena', 'sarakola', 'heula', 'acan', 'les', 'nya', 'acan', 'eskulma', 'acan', 'jajan', 'nama', 'acan', 'pakeanma', 'acan', 'daharna', 'tos', 'we', 'dua', 'heula', 'ayena', 'mah', 'pak', 'abi', 'ge']","['ge', 'lieur', 'asip', 'sakola', 'swasta', 'ge', 'puluh', 'puluh', 'juta', 'geus', 'we', 'ah', 'heula', 'ayena', 'mah', 'sena', 'sarakola', 'heula', 'acan', 'les', 'nya', 'acan', 'eskulma', 'acan', 'jajan', 'nama', 'acan', 'pakeanma', 'acan', 'daharna', 'tos', 'we', 'heula', 'ayena', 'mah', 'abi', 'ge']",ge lieur asip sakola swasta ge puluh puluh juta geus we ah heula ayena mah sena sarakola heula acan les nya acan eskulma acan jajan nama acan pakeanma acan daharna tos we heula ayena mah abi ge
2025-04-29,13:18:31,risty_p,0,"😅 apa daya aku yg sekarang umur 30th anak 3 kebobolan KB terus,🤭🔥 menyala pak Dedi segerakan KB vasektomi", apa daya aku yg sekarang umur th anak  kebobolan KB terus menyala pak Dedi segerakan KB vasektomi, apa daya aku yg sekarang umur th anak  kebobolan kb terus menyala pak dedi segerakan kb vasektomi,apa daya aku yang sekarang umur tahu anak kebobolan kb terus menyala pak dedi segerakan kb vasektomi,"['apa', 'daya', 'aku', 'yang', 'sekarang', 'umur', 'tahu', 'anak', 'kebobolan', 'kb', 'terus', 'menyala', 'pak', 'dedi', 'segerakan', 'kb', 'vasektomi']","['daya', 'umur', 'anak', 'kebobolan', 'kb', 'menyala', 'dedi', 'segerakan', 'kb', 'vasektomi']",daya umur anak bobol kb nyala dedi segera kb vasektomi
2025-04-29,13:18:17,dytaa1034,0,"Rekomendasiin kb dong gais, aku anak 1 blm kb takuttt😭😭😭",Rekomendasiin kb dong gais aku anak  blm kb takuttt,rekomendasiin kb dong gais aku anak  blm kb takuttt,rekomendasikan kb dong gais aku anak belum kb takut,"['rekomendasikan', 'kb', 'dong', 'gais', 'aku', 'anak', 'belum', 'kb', 'takut']","['rekomendasikan', 'kb', 'gais', 'anak', 'kb', 'takut']",rekomendasi kb gais anak kb takut
2025-04-29,13:18:10,winaataraa,0,"KDM BENER BENER GOKILL ASLIII, GELENG GELENG AING",KDM BENER BENER GOKILL ASLIII GELENG GELENG AING,kdm bener bener gokill asliii geleng geleng aing,kdm benar benar gila asli geleng geleng aing,"['kdm', 'benar', 'benar', 'gila', 'asli', 'geleng', 'geleng', 'aing']","['kdm', 'gila', 'asli', 'geleng', 'geleng', 'aing']",kdm gila asli geleng geleng aing
2025-04-29,13:17:39,matchafreakk,0,INI SETUJU BGT SIHH SEMOGA PROGRAMNYA BERJALAN DGN BAIK YA PAK😭🙏🏻🙏🏻🙏🏻,INI SETUJU BGT SIHH SEMOGA PROGRAMNYA BERJALAN DGN BAIK YA PAK,ini setuju bgt sihh semoga programnya berjalan dgn baik ya pak,ini setuju banget sih semoga programnya berjalan dengan baik ya pak,"['ini', 'setuju', 'banget', 'sih', 'semoga', 'programnya', 'berjalan', 'dengan', 'baik', 'ya', 'pak']","['setuju', 'banget', 'sih', 'semoga', 'programnya', 'berjalan', 'ya']",tuju banget sih moga program jalan ya
2025-04-29,13:17:14,cannsa,0,ayok bapak bapak yg kb ya tolong realisasikan capek bgt udah hamil melahirkan masih disuruh berkelahi dengan hormon😭,ayok bapak bapak yg kb ya tolong realisasikan capek bgt udah hamil melahirkan masih disuruh berkelahi dengan hormon,ayok bapak bapak yg kb ya tolong realisasikan capek bgt udah hamil melahirkan masih disuruh berkelahi dengan hormon,ayok bapak bapak yang kb ya tolong realisasikan capek banget sudah hamil melahirkan masih disuruh berkelahi dengan hormon,"['ayok', 'bapak', 'bapak', 'yang', 'kb', 'ya', 'tolong', 'realisasikan', 'capek', 'banget', 'sudah', 'hamil', 'melahirkan', 'masih', 'disuruh', 'berkelahi', 'dengan', 'hormon']","['ayok', 'kb', 'ya', 'tolong', 'realisasikan', 'capek', 'banget', 'hamil', 'melahirkan', 'disuruh', 'berkelahi', 'hormon']",ayok kb ya tolong realisasi capek banget hamil lahir suruh kelah hormon
2025-04-29,13:16:56,butterfly_fly_06,0,setujuuu....,setujuuu,setujuuu,setuju,['setuju'],['setuju'],tuju
2025-04-29,13:16:54,adityacpratama,0,"2 anak cukup, kalo banyak banyak ngapain juga... malah membebani keuangan. dampaknya apa? banyak anak sulung putus sekolah demi adeknya, angka pendidikan rendah,orang tua g ada biaya anak bnyk sekolah", anak cukup kalo banyak banyak ngapain juga malah membebani keuangan dampaknya apa banyak anak sulung putus sekolah demi adeknya angka pendidikan rendahorang tua g ada biaya anak bnyk sekolah, anak cukup kalo banyak banyak ngapain juga malah membebani keuangan dampaknya apa banyak anak sulung putus sekolah demi adeknya angka pendidikan rendahorang tua g ada biaya anak bnyk sekolah,anak cukup kalau banyak banyak mengapai juga malah membebani keuangan dampaknya apa banyak anak sulung putus sekolah demi adeknya angka pendidikan rendahorang tua tidak ada biaya anak banyak sekolah,"['anak', 'cukup', 'kalau', 'banyak', 'banyak', 'mengapai', 'juga', 'malah', 'membebani', 'keuangan', 'dampaknya', 'apa', 'banyak', 'anak', 'sulung', 'putus', 'sekolah', 'demi', 'adeknya', 'angka', 'pendidikan', 'rendahorang', 'tua', 'tidak', 'ada', 'biaya', 'anak', 'banyak', 'sekolah']","['anak', 'mengapai', 'membebani', 'keuangan', 'dampaknya', 'anak', 'sulung', 'putus', 'sekolah', 'adeknya', 'angka', 'pendidikan', 'rendahorang', 'tua', 'biaya', 'anak', 'sekolah']",anak kapai beban uang dampak anak sulung putus sekolah adeknya angka didik rendahorang tua biaya anak sekolah
2025-04-29,13:16:33,brianiooiooooo,0,nahhhh betul bukan banyak anak banyak rezeki lu pikir lu gen halilintar,nahhhh betul bukan banyak anak banyak rezeki lu pikir lu gen halilintar,nahhhh betul bukan banyak anak banyak rezeki lu pikir lu gen halilintar,nahhhh betul bukan banyak anak banyak rezeki kamu pikir kamu gen halilintar,"['nahhhh', 'betul', 'bukan', 'banyak', 'anak', 'banyak', 'rezeki', 'kamu', 'pikir', 'kamu', 'gen', 'halilintar']","['nahhhh', 'anak', 'rezeki', 'pikir', 'gen', 'halilintar']",nahhhh anak rezeki pikir gen halilintar
2025-04-29,13:15:29,kayakyangiya,0,semakin trend Joana ini mah,semakin trend Joana ini mah,semakin trend joana ini mah,semakin trend joana ini mah,"['semakin', 'trend', 'joana', 'ini', 'mah']","['trend', 'joana', 'mah']",trend joana mah
2025-04-29,13:15:25,kontroll1163,0,"Awokawok mantap
Biar ngga banyak org yg taunya buat anak doang tapi ngga bisa ngurus","Awokawok mantap
Biar ngga banyak org yg taunya buat anak doang tapi ngga bisa ngurus","awokawok mantap
biar ngga banyak org yg taunya buat anak doang tapi ngga bisa ngurus",awokawok mantap biar tidak banyak orang yang taunya buat anak doang tapi tidak bisa mengurus,"['awokawok', 'mantap', 'biar', 'tidak', 'banyak', 'orang', 'yang', 'taunya', 'buat', 'anak', 'doang', 'tapi', 'tidak', 'bisa', 'mengurus']","['awokawok', 'mantap', 'biar', 'orang', 'taunya', 'anak', 'doang', 'mengurus']",awokawok mantap biar orang tau anak doang urus
2025-04-29,13:14:41,need911rn,0,"gw setuju banget sama pemikiran dedi mulyadi, beneran kagum gw kali ini ngeliat pemimpin yang waras",gw setuju banget sama pemikiran dedi mulyadi beneran kagum gw kali ini ngeliat pemimpin yang waras,gw setuju banget sama pemikiran dedi mulyadi beneran kagum gw kali ini ngeliat pemimpin yang waras,gue setuju banget sama pemikiran dedi mulyadi benaran kagum gue kali ini melihat pemimpin yang waras,"['gue', 'setuju', 'banget', 'sama', 'pemikiran', 'dedi', 'mulyadi', 'benaran', 'kagum', 'gue', 'kali', 'ini', 'melihat', 'pemimpin', 'yang', 'waras']","['gue', 'setuju', 'banget', 'pemikiran', 'dedi', 'mulyadi', 'benaran', 'kagum', 'gue', 'kali', 'pemimpin', 'waras']",gue tuju banget pikir dedi mulyadi benar kagum gue kali pimpin waras
2025-04-29,13:14:15,makhluck.hidupp,0,"pak, bpjs anak bayi yang dinonaktifkan, tolong diaktifkan kembali ,kasian kami rakyat kecil🙏🙏🙏🙏",pak bpjs anak bayi yang dinonaktifkan tolong diaktifkan kembali kasian kami rakyat kecil,pak bpjs anak bayi yang dinonaktifkan tolong diaktifkan kembali kasian kami rakyat kecil,pak bpjs anak bayi yang dinonaktifkan tolong diaktifkan kembali kasihan kami rakyat kecil,"['pak', 'bpjs', 'anak', 'bayi', 'yang', 'dinonaktifkan', 'tolong', 'diaktifkan', 'kembali', 'kasihan', 'kami', 'rakyat', 'kecil']","['bpjs', 'anak', 'bayi', 'dinonaktifkan', 'tolong', 'diaktifkan', 'kasihan', 'rakyat']",bpjs anak bayi nonaktif tolong aktif kasihan rakyat
2025-04-29,13:13:07,aigoo_dream,0,"maaf ya point kb sama beasiswa tu apa? 🤷‍♀️dikira pas sekolah nanam gitu, ini dia ngerti gak sih atau cek ombak aja 🤦‍♀️",maaf ya point kb sama beasiswa tu apa dikira pas sekolah nanam gitu ini dia ngerti gak sih atau cek ombak aja ,maaf ya point kb sama beasiswa tu apa dikira pas sekolah nanam gitu ini dia ngerti gak sih atau cek ombak aja ,maaf ya point kb sama beasiswa itu apa dikira pas sekolah nanam begitu ini dia mengerti tidak sih atau cek ombak saja,"['maaf', 'ya', 'point', 'kb', 'sama', 'beasiswa', 'itu', 'apa', 'dikira', 'pas', 'sekolah', 'nanam', 'begitu', 'ini', 'dia', 'mengerti', 'tidak', 'sih', 'atau', 'cek', 'ombak', 'saja']","['maaf', 'ya', 'point', 'kb', 'beasiswa', 'pas', 'sekolah', 'nanam', 'mengerti', 'sih', 'cek', 'ombak']",maaf ya point kb beasiswa pas sekolah nanam erti sih cek ombak
2025-04-29,13:12:23,baeloveayn_,0,@Penelope @reiylarea @nanyl @tikaaaa @sabueb @piss @oris @zara @abcdefikag,Penelope reiylarea nanyl tikaaaa sabueb piss oris zara abcdefikag,penelope reiylarea nanyl tikaaaa sabueb piss oris zara abcdefikag,penelope reiylarea nanyl tikaaaa sabueb piss oris zara abcdefikag,"['penelope', 'reiylarea', 'nanyl', 'tikaaaa', 'sabueb', 'piss', 'oris', 'zara', 'abcdefikag']","['penelope', 'reiylarea', 'nanyl', 'tikaaaa', 'sabueb', 'piss', 'oris', 'zara', 'abcdefikag']",penelope reiylarea nanyl tikaaaa sabueb piss oris zara abcdefikag
2025-04-29,13:09:14,7nasahuolts,0,gwe betina liar,gwe betina liar,gwe betina liar,gwe betina liar,"['gwe', 'betina', 'liar']","['gwe', 'betina', 'liar']",gwe betina liar
2025-04-29,13:03:10,kentut_crystal,0,"setuju berat,penduduk Indonesia ini ud banyak+ yang lunya banyak anak justru dari kalangan kurang ammou yg ujung ujungnya malah menambah populasi kemiskinan",setuju beratpenduduk Indonesia ini ud banyak yang lunya banyak anak justru dari kalangan kurang ammou yg ujung ujungnya malah menambah populasi kemiskinan,setuju beratpenduduk indonesia ini ud banyak yang lunya banyak anak justru dari kalangan kurang ammou yg ujung ujungnya malah menambah populasi kemiskinan,setuju beratpenduduk indonesia ini sudah banyak yang lunya banyak anak justru dari kalangan kurang ammou yang ujung ujungnya malah menambah populasi kemiskinan,"['setuju', 'beratpenduduk', 'indonesia', 'ini', 'sudah', 'banyak', 'yang', 'lunya', 'banyak', 'anak', 'justru', 'dari', 'kalangan', 'kurang', 'ammou', 'yang', 'ujung', 'ujungnya', 'malah', 'menambah', 'populasi', 'kemiskinan']","['setuju', 'beratpenduduk', 'indonesia', 'lunya', 'anak', 'kalangan', 'ammou', 'ujung', 'ujungnya', 'menambah', 'populasi', 'kemiskinan']",tuju beratpenduduk indonesia lunya anak kalang ammou ujung ujung tambah populasi miskin
2025-04-29,11:04:38,diaryan96,0,"setuju, kalau ngerasa miskin jangan buat anak, kasian anaknya jadi korban. bijak jadi orang dewasa",setuju kalau ngerasa miskin jangan buat anak kasian anaknya jadi korban bijak jadi orang dewasa,setuju kalau ngerasa miskin jangan buat anak kasian anaknya jadi korban bijak jadi orang dewasa,setuju kalau merasa miskin jangan buat anak kasihan anaknya jadi korban bijak jadi orang dewasa,"['setuju', 'kalau', 'merasa', 'miskin', 'jangan', 'buat', 'anak', 'kasihan', 'anaknya', 'jadi', 'korban', 'bijak', 'jadi', 'orang', 'dewasa']","['setuju', 'miskin', 'anak', 'kasihan', 'anaknya', 'korban', 'bijak', 'orang', 'dewasa']",tuju miskin anak kasihan anak korban bijak orang dewasa
2025-04-29,11:04:28,ahd130100,0,sedangkan di Jatim: ada calon gubernur yang pernah jadi walikota terbaik dunia malah pada milih ibu pengajian yang suka duren 😌,sedangkan di Jatim ada calon gubernur yang pernah jadi walikota terbaik dunia malah pada milih ibu pengajian yang suka duren ,sedangkan di jatim ada calon gubernur yang pernah jadi walikota terbaik dunia malah pada milih ibu pengajian yang suka duren ,sedangkan di jatim ada calon gubernur yang pernah jadi walikota terbaik dunia malah pada memilih ibu pengajian yang suka duren,"['sedangkan', 'di', 'jatim', 'ada', 'calon', 'gubernur', 'yang', 'pernah', 'jadi', 'walikota', 'terbaik', 'dunia', 'malah', 'pada', 'memilih', 'ibu', 'pengajian', 'yang', 'suka', 'duren']","['jatim', 'calon', 'gubernur', 'walikota', 'terbaik', 'dunia', 'memilih', 'pengajian', 'suka', 'duren']",jatim calon gubernur walikota baik dunia pilih aji suka duren
2025-04-29,11:01:34,felsiafeliana,0,kb Indomaret juga termasuk kb kan,kb Indomaret juga termasuk kb kan,kb indomaret juga termasuk kb kan,kb indomaret juga termasuk kb kan,"['kb', 'indomaret', 'juga', 'termasuk', 'kb', 'kan']","['kb', 'indomaret', 'kb']",kb indomaret kb
2025-04-29,10:59:59,dusklunara,0,"Setuju & semoga bisa diterapkan diseluruh indonesia juga nih, logikanya gini “kalo ekonomi sulit ya jgn banyak2 bikin anak” karna kemiskinan itu bukan warisan, kasian kan anak dimasa depan nantinya😌",Setuju  semoga bisa diterapkan diseluruh indonesia juga nih logikanya gini kalo ekonomi sulit ya jgn banyak bikin anak karna kemiskinan itu bukan warisan kasian kan anak dimasa depan nantinya,setuju  semoga bisa diterapkan diseluruh indonesia juga nih logikanya gini kalo ekonomi sulit ya jgn banyak bikin anak karna kemiskinan itu bukan warisan kasian kan anak dimasa depan nantinya,setuju semoga bisa diterapkan diseluruh indonesia juga nih logikanya begini kalau ekonomi sulit ya jangan banyak bikin anak karena kemiskinan itu bukan warisan kasihan kan anak dimasa depan nantinya,"['setuju', 'semoga', 'bisa', 'diterapkan', 'diseluruh', 'indonesia', 'juga', 'nih', 'logikanya', 'begini', 'kalau', 'ekonomi', 'sulit', 'ya', 'jangan', 'banyak', 'bikin', 'anak', 'karena', 'kemiskinan', 'itu', 'bukan', 'warisan', 'kasihan', 'kan', 'anak', 'dimasa', 'depan', 'nantinya']","['setuju', 'semoga', 'diterapkan', 'diseluruh', 'indonesia', 'nih', 'logikanya', 'ekonomi', 'sulit', 'ya', 'bikin', 'anak', 'kemiskinan', 'warisan', 'kasihan', 'anak', 'dimasa']",tuju moga terap seluruh indonesia nih logika ekonomi sulit ya bikin anak miskin waris kasihan anak masa
2025-04-29,10:59:19,borahae066,0,"siappp pak!! ini saya malah 5 thn blm punya anak pak, siap menerima berbagai bantuan pak 🫶🏻😂",siappp pak ini saya malah  thn blm punya anak pak siap menerima berbagai bantuan pak ,siappp pak ini saya malah  thn blm punya anak pak siap menerima berbagai bantuan pak ,siappp pak ini saya malah tahun belum punya anak pak siap menerima berbagai bantuan pak,"['siappp', 'pak', 'ini', 'saya', 'malah', 'tahun', 'belum', 'punya', 'anak', 'pak', 'siap', 'menerima', 'berbagai', 'bantuan', 'pak']","['siappp', 'anak', 'menerima', 'bantuan']",siappp anak terima bantu
2025-04-29,10:58:40,twinsbeda18bulan,0,"komen disini rata2 setuju, klw disebelah keberatan",komen disini rata setuju klw disebelah keberatan,komen disini rata setuju klw disebelah keberatan,komen disini rata setuju kalau disebelah keberatan,"['komen', 'disini', 'rata', 'setuju', 'kalau', 'disebelah', 'keberatan']","['komen', 'setuju', 'disebelah', 'keberatan']",komen tuju belah berat
2025-04-29,10:57:45,_sivixionbiru,0,"setuju, negara udah keluar duit buat kasih pendidikan, eh bukannya kasih nilai terbaik malah kasih anak bayi kan gak lucu",setuju negara udah keluar duit buat kasih pendidikan eh bukannya kasih nilai terbaik malah kasih anak bayi kan gak lucu,setuju negara udah keluar duit buat kasih pendidikan eh bukannya kasih nilai terbaik malah kasih anak bayi kan gak lucu,setuju negara sudah keluar duit buat kasih pendidikan eh bukannya kasih nilai terbaik malah kasih anak bayi kan tidak lucu,"['setuju', 'negara', 'sudah', 'keluar', 'duit', 'buat', 'kasih', 'pendidikan', 'eh', 'bukannya', 'kasih', 'nilai', 'terbaik', 'malah', 'kasih', 'anak', 'bayi', 'kan', 'tidak', 'lucu']","['setuju', 'negara', 'duit', 'kasih', 'pendidikan', 'eh', 'kasih', 'nilai', 'terbaik', 'kasih', 'anak', 'bayi', 'lucu']",tuju negara duit kasih didik eh kasih nilai baik kasih anak bayi lucu
2025-04-29,10:56:20,everywne.w00,0,"jujur program beliau keren-keren sihh, semoga bisa dilaksanakan dengan baik yaa😔",jujur program beliau kerenkeren sihh semoga bisa dilaksanakan dengan baik yaa,jujur program beliau kerenkeren sihh semoga bisa dilaksanakan dengan baik yaa,jujur program beliau kerenkeren sih semoga bisa dilaksanakan dengan baik ya,"['jujur', 'program', 'beliau', 'kerenkeren', 'sih', 'semoga', 'bisa', 'dilaksanakan', 'dengan', 'baik', 'ya']","['jujur', 'program', 'beliau', 'kerenkeren', 'sih', 'semoga', 'dilaksanakan', 'ya']",jujur program beliau kerenkeren sih moga laksana ya
2025-04-29,10:55:41,kikiilapar,0,semoga makin banyak orang yang sadar anak itu bukan untuk investasi masa tua,semoga makin banyak orang yang sadar anak itu bukan untuk investasi masa tua,semoga makin banyak orang yang sadar anak itu bukan untuk investasi masa tua,semoga makin banyak orang yang sadar anak itu bukan untuk investasi masa tua,"['semoga', 'makin', 'banyak', 'orang', 'yang', 'sadar', 'anak', 'itu', 'bukan', 'untuk', 'investasi', 'masa', 'tua']","['semoga', 'orang', 'sadar', 'anak', 'investasi', 'tua']",moga orang sadar anak investasi tua
2025-04-29,10:54:27,babytisya03,0,Besttt bgtt idolaaa abdiii,Besttt bgtt idolaaa abdiii,besttt bgtt idolaaa abdiii,besttt banget idolaaa abdiii,"['besttt', 'banget', 'idolaaa', 'abdiii']","['besttt', 'banget', 'idolaaa', 'abdiii']",besttt banget idolaaa abdiii
2025-04-29,10:53:48,angelokta23,0,"2 aja cukup 😎 2 aja ngejar bb, gizi dll udh ngap""an 😭 apalagi ngejar kata orang 🤣", aja cukup   aja ngejar bb gizi dll udh ngapan  apalagi ngejar kata orang , aja cukup   aja ngejar bb gizi dll udh ngapan  apalagi ngejar kata orang ,saja cukup saja ngejar bb gizi dll sudah ngapan apalagi ngejar kata orang,"['saja', 'cukup', 'saja', 'ngejar', 'bb', 'gizi', 'dll', 'sudah', 'ngapan', 'apalagi', 'ngejar', 'kata', 'orang']","['ngejar', 'bb', 'gizi', 'dll', 'ngapan', 'ngejar', 'orang']",ngejar bb gizi dll ngapan ngejar orang
2025-04-29,10:53:18,sururindrn,0,Jawa timur gue liat diem-diem bae 🙃,Jawa timur gue liat diemdiem bae ,jawa timur gue liat diemdiem bae ,jawa timur gue lihat diemdiem bae,"['jawa', 'timur', 'gue', 'lihat', 'diemdiem', 'bae']","['jawa', 'timur', 'gue', 'lihat', 'diemdiem', 'bae']",jawa timur gue lihat diemdiem bae
2025-04-29,10:53:17,hi.delsa,0,Setujuuuu bngettttt,Setujuuuu bngettttt,setujuuuu bngettttt,setuju bngettttt,"['setuju', 'bngettttt']","['setuju', 'bngettttt']",tuju bngettttt
2025-04-29,10:53:14,bowa.hancock,0,"pengen dong Banten dapet gubernur yang begini jugaaw, atau gak semoga bisa jadi penduduk jabar secara legal 😭😭😭😭😭😭😭",pengen dong Banten dapet gubernur yang begini jugaaw atau gak semoga bisa jadi penduduk jabar secara legal ,pengen dong banten dapet gubernur yang begini jugaaw atau gak semoga bisa jadi penduduk jabar secara legal ,pengin dong banten dapat gubernur yang begini jugaaw atau tidak semoga bisa jadi penduduk jabar secara legal,"['pengin', 'dong', 'banten', 'dapat', 'gubernur', 'yang', 'begini', 'jugaaw', 'atau', 'tidak', 'semoga', 'bisa', 'jadi', 'penduduk', 'jabar', 'secara', 'legal']","['pengin', 'banten', 'gubernur', 'jugaaw', 'semoga', 'penduduk', 'jabar', 'legal']",pengin banten gubernur jugaaw moga duduk jabar legal
2025-04-29,10:52:24,yusiiiiiiii0,0,🤣 solusi pak hade seakan akan menghina tapi menyelamatkan, solusi pak hade seakan akan menghina tapi menyelamatkan, solusi pak hade seakan akan menghina tapi menyelamatkan,solusi pak hade seakan akan menghina tapi menyelamatkan,"['solusi', 'pak', 'hade', 'seakan', 'akan', 'menghina', 'tapi', 'menyelamatkan']","['solusi', 'hade', 'seakan', 'menghina', 'menyelamatkan']",solusi hade akan hina selamat
2025-04-29,10:52:17,rhmh599,0,"Kalo ekonomi kurang cukup jangan beranak terus, kan bukan binatang!! Anak itu rezeki, tapi kalo gak bisa ngebiayai buat apa? Memperluas rantai kemiskinan aja",Kalo ekonomi kurang cukup jangan beranak terus kan bukan binatang Anak itu rezeki tapi kalo gak bisa ngebiayai buat apa Memperluas rantai kemiskinan aja,kalo ekonomi kurang cukup jangan beranak terus kan bukan binatang anak itu rezeki tapi kalo gak bisa ngebiayai buat apa memperluas rantai kemiskinan aja,kalau ekonomi kurang cukup jangan beranak terus kan bukan binatang anak itu rezeki tapi kalau tidak bisa ngebiayai buat apa memperluas rantai kemiskinan saja,"['kalau', 'ekonomi', 'kurang', 'cukup', 'jangan', 'beranak', 'terus', 'kan', 'bukan', 'binatang', 'anak', 'itu', 'rezeki', 'tapi', 'kalau', 'tidak', 'bisa', 'ngebiayai', 'buat', 'apa', 'memperluas', 'rantai', 'kemiskinan', 'saja']","['ekonomi', 'beranak', 'binatang', 'anak', 'rezeki', 'ngebiayai', 'memperluas', 'rantai', 'kemiskinan']",ekonomi anak binatang anak rezeki ngebiayai luas rantai miskin
2025-04-29,10:49:01,tamara_celline,0,Adain KB suami wajib,Adain KB suami wajib,adain kb suami wajib,mengadakan kb suami wajib,"['mengadakan', 'kb', 'suami', 'wajib']","['mengadakan', 'kb', 'suami', 'wajib']",ada kb suami wajib
